transcript	si-Ctrl-1
YLR385C_mRNA	0.4696969696969697
YNL013C_mRNA	0.0
YDR156W_mRNA	0.7226277372262774
YER190C-A_mRNA	0.0
YLR086W_mRNA	0.192524682651622
YNL299W_mRNA	0.19781931464174454
YGL160W_mRNA	0.22456140350877193
YJL090C_mRNA	0.15837696335078533
YJR111C_mRNA	0.5300353356890459
YML098W_mRNA	0.40119760479041916
Q0130_mRNA	0.013157894736842105
YOR056C_mRNA	0.7777777777777778
YGR162W_mRNA	0.8434873949579832
YKR013W_mRNA	0.851063829787234
YNR065C_mRNA	0.0035842293906810036
YOR046C_mRNA	0.9107883817427386
YLL012W_mRNA	0.28097731239092494
YDR276C_mRNA	0.8545454545454545
YJL143W_mRNA	0.8037974683544303
YLR341W_mRNA	0.0
YGR063C_mRNA	0.8529411764705882
YML122C_mRNA	0.03968253968253968
YJR119C_mRNA	0.16758241758241757
YKR084C_mRNA	0.7528641571194763
YLL061W_mRNA	0.30874785591766724
YNL200C_mRNA	0.5284552845528455
YDL080C_mRNA	0.2200328407224959
YPL016W_mRNA	0.2808219178082192
YOR011W_mRNA	0.05308464849354376
YIL107C_mRNA	0.3143893591293833
YNR021W_mRNA	0.7326732673267327
YDR534C_mRNA	0.06628787878787878
YKR033C_mRNA	0.0
YMR141W-A_mRNA	0.0
YKR098C_mRNA	0.09902370990237098
YMR246W_mRNA	0.8443804034582133
YJL172W_mRNA	0.7395833333333334
YPR015C_mRNA	0.0728744939271255
YGL090W_mRNA	0.052256532066508314
YKR062W_mRNA	0.5365853658536586
YDR180W_mRNA	0.16008037508372405
YLR111W_mRNA	0.0
YKL192C_mRNA	0.896
YDR082W_mRNA	0.018218623481781375
YBR008C_mRNA	0.009124087591240875
YGR217W_mRNA	0.11623344776851398
YGR028W_mRNA	0.26243093922651933
YHR213W-B_mRNA	0.0
YNL152W_mRNA	0.2396088019559902
YGL081W_mRNA	0.0375
YER079W_mRNA	0.3142857142857143
YOR211C_mRNA	0.5164585698070374
YLR330W_mRNA	0.5737704918032787
YDR166C_mRNA	0.49536560247167866
YBR246W_mRNA	0.330749354005168
YDL057W_mRNA	0.22560975609756098
YOR155C_mRNA	0.6066666666666667
YBR171W_mRNA	0.6699029126213593
YIR005W_mRNA	0.20270270270270271
YLR038C_mRNA	0.8192771084337349
YDR485C_mRNA	0.4188679245283019
YGR196C_mRNA	0.6119951040391677
YPR104C_mRNA	0.47649572649572647
YPL147W_mRNA	0.026436781609195402
YJL065C_mRNA	0.6946107784431138
YHR068W_mRNA	0.8475452196382429
YNL182C_mRNA	0.6720720720720721
YCR093W_mRNA	0.40512333965844405
YBL096C_mRNA	0.0
YNL038W_mRNA	0.24890829694323144
YBL078C_mRNA	0.6923076923076923
YOR332W_mRNA	0.9184549356223176
YBL083C_mRNA	0.5531914893617021
YPR094W_mRNA	0.4672897196261682
YCL058C_mRNA	0.006578947368421052
YER045C_mRNA	0.294478527607362
YIR012W_mRNA	0.7517401392111369
YHR204W_mRNA	0.14698492462311558
YPL228W_mRNA	0.4644808743169399
YDL242W_mRNA	0.02564102564102564
YLR410W_mRNA	0.6701570680628273
YDR363W_mRNA	0.16666666666666666
YBR263W_mRNA	0.8408163265306122
YNL166C_mRNA	0.828125
YGL241W_mRNA	0.2639442231075697
YNL198C_mRNA	0.05
YOR058C_mRNA	0.392090395480226
YOL150C_mRNA	0.06796116504854369
YNL190W_mRNA	0.5882352941176471
YOR146W_mRNA	0.0
YGL191W_mRNA	0.7906976744186046
YLR100W_mRNA	0.7550432276657061
YHR180C-B_mRNA	0.0
YOR021C_mRNA	0.9107981220657277
YCL046W_mRNA	0.0
YGR276C_mRNA	0.6075949367088608
YDL091C_mRNA	0.41318681318681316
YHL004W_mRNA	0.4213197969543147
YDR037W_mRNA	0.9052453468697124
YBR298C_mRNA	0.003257328990228013
YKL184W_mRNA	0.6866952789699571
YGL254W_mRNA	0.2608695652173913
YER144C_mRNA	0.23354037267080746
YNR047W_mRNA	0.2642777155655095
YMR061W_mRNA	0.34859675036927623
YBR172C_mRNA	0.6891891891891891
YML003W_mRNA	0.04482758620689655
YMR191W_mRNA	0.24664879356568364
YFR010W-A_mRNA	0.0
YOR380W_mRNA	0.047619047619047616
YBL068W-A_mRNA	0.32051282051282054
YOL064C_mRNA	0.8319327731092437
YBR143C_mRNA	0.9336384439359268
YLR285C-A_mRNA	0.03571428571428571
YJR156C_mRNA	0.0
YHL012W_mRNA	0.004056795131845842
YER016W_mRNA	0.438953488372093
YDR140W_mRNA	0.3891402714932127
YOR009W_mRNA	0.008213552361396304
YOL045W_mRNA	0.1880108991825613
YDR346C_mRNA	0.8711018711018711
YPR181C_mRNA	0.9153645833333334
YEL012W_mRNA	0.3669724770642202
YHR175W_mRNA	0.5502645502645502
YDR270W_mRNA	0.16733067729083664
YPL281C_mRNA	0.0
YKL146W_mRNA	0.35260115606936415
YLR435W_mRNA	0.6926829268292682
YBR031W_mRNA	0.1878453038674033
YGR101W_mRNA	0.27167630057803466
YNL255C_mRNA	0.9411764705882353
YHR004C_mRNA	0.23094170403587444
YDR106W_mRNA	0.02464788732394366
YKL177W_mRNA	0.0
YGR164W_mRNA	0.0
YOR256C_mRNA	0.4437577255871446
YGL242C_mRNA	0.8397790055248618
YOR092W_mRNA	0.233278955954323
YKR105C_mRNA	0.0
YMR257C_mRNA	0.0775
YHR205W_mRNA	0.4854368932038835
YHR158C_mRNA	0.5747422680412371
YDR228C_mRNA	0.512779552715655
YLR360W_mRNA	0.10478359908883828
YDR094W_mRNA	0.3333333333333333
YDR271C_mRNA	0.0
YCR067C_mRNA	0.6281690140845071
YGR278W_mRNA	0.18717504332755633
YHR020W_mRNA	0.8866279069767442
YDR175C_mRNA	0.6394984326018809
YBL012C_mRNA	0.0
YIL153W_mRNA	0.3893129770992366
YFR050C_mRNA	0.9022556390977443
YDR144C_mRNA	0.8070469798657718
YAL019W_mRNA	0.3978779840848806
YPR145W_mRNA	0.8304195804195804
YER074W_mRNA	0.45925925925925926
YJR089W_mRNA	0.1090146750524109
YMR158W-B_mRNA	0.0
YKL012W_mRNA	0.22298456260720412
YKL183C-A_mRNA	0.0
YKL022C_mRNA	0.45
YGL119W_mRNA	0.29141716566866266
YOR076C_mRNA	0.4002677376171352
YNL063W_mRNA	0.12738853503184713
YFR033C_mRNA	0.8163265306122449
YEL044W_mRNA	0.6024096385542169
YNL098C_mRNA	0.8757763975155279
YDR443C_mRNA	0.26830985915492955
YHL033C_mRNA	0.7890625
YHR065C_mRNA	0.810379241516966
YDR001C_mRNA	0.6511318242343542
YDR536W_mRNA	0.0017574692442882249
YAL046C_mRNA	0.8050847457627118
YOR060C_mRNA	0.2607003891050584
YMR267W_mRNA	0.3225806451612903
YGL139W_mRNA	0.3254364089775561
YML100W-A_mRNA	0.0
YBR141W-A_mRNA	0.0
YIL007C_mRNA	0.5863636363636363
YNL097W-A_mRNA	0.0
YCR076C_mRNA	0.688
YKL117W_mRNA	0.8657407407407407
YNL272C_mRNA	0.5111989459815547
YMR059W_mRNA	0.34375
YJL062W_mRNA	0.39397590361445783
YHR170W_mRNA	0.637065637065637
YMR035W_mRNA	0.22598870056497175
YGL187C_mRNA	0.8451612903225807
YOR277C_mRNA	0.0
YOR084W_mRNA	0.002583979328165375
YHR139C_mRNA	0.009202453987730062
YMR040W_mRNA	0.05
YDL027C_mRNA	0.319047619047619
YAR028W_mRNA	0.3333333333333333
YDR345C_mRNA	0.7266313932980599
YLR297W_mRNA	0.17054263565891473
YKL212W_mRNA	0.7062600321027287
YBR173C_mRNA	0.8986486486486487
YHR194W_mRNA	0.05181347150259067
YIL171W-A_mRNA	0.0
YDR163W_mRNA	0.44
YMR086C-A_mRNA	0.0
YER033C_mRNA	0.1691449814126394
YML083C_mRNA	0.0023923444976076554
YIR017C_mRNA	0.25668449197860965
YBR191W-A_mRNA	0.16666666666666666
YGL253W_mRNA	0.9547325102880658
YHR079C_mRNA	0.20448430493273542
YGR292W_mRNA	0.0
YDR496C_mRNA	0.8399390243902439
YKR079C_mRNA	0.4379474940334129
YLL058W_mRNA	0.2991304347826087
YDR525W_mRNA	0.009174311926605505
YGL134W_mRNA	0.10623556581986143
YPR116W_mRNA	0.13357400722021662
YOL031C_mRNA	0.6793349168646081
YOR248W_mRNA	0.76
YPL200W_mRNA	0.0
YLR237W_mRNA	0.24581939799331104
YPR162C_mRNA	0.4782608695652174
YOR071C_mRNA	0.42474916387959866
YGR119C_mRNA	0.8373382624768947
YMR089C_mRNA	0.6145454545454545
YJR141W_mRNA	0.08069164265129683
YKL139W_mRNA	0.23484848484848486
YOL061W_mRNA	0.7036290322580645
YGR252W_mRNA	0.3097949886104784
YLR427W_mRNA	0.21492537313432836
YDL151C_mRNA	0.0
YDR122W_mRNA	0.31860902255639095
YBR074W_mRNA	0.41290983606557374
YDR015C_mRNA	0.0
YNR007C_mRNA	0.45483870967741935
YDL216C_mRNA	0.24772727272727274
YLR394W_mRNA	0.004149377593360996
YER186C_mRNA	0.0196078431372549
YER115C_mRNA	0.25654450261780104
YGL133W_mRNA	0.17484177215189872
YAL023C_mRNA	0.9104084321475626
YIL132C_mRNA	0.22065727699530516
YIL115W-A_mRNA	0.0
YNL046W_mRNA	0.1569767441860465
YGL212W_mRNA	0.3639240506329114
YDR203W_mRNA	0.0
YMR147W_mRNA	0.24663677130044842
YIL156W-B_mRNA	0.6712328767123288
YGL195W_mRNA	0.6669161676646707
YNL247W_mRNA	0.7288135593220338
YMR176W_mRNA	0.07087172218284904
YMR175W_mRNA	0.0379746835443038
YDL164C_mRNA	0.6357615894039735
YBR096W_mRNA	0.6217391304347826
YHR091C_mRNA	0.2192846034214619
YOR083W_mRNA	0.24067796610169492
YJL047C_mRNA	0.2838479809976247
YEL066W_mRNA	0.5586592178770949
YKL205W_mRNA	0.30727272727272725
YFL034C-B_mRNA	0.7038327526132404
YLL050C_mRNA	0.9300699300699301
YDL136W_mRNA	0.13333333333333333
YLR219W_mRNA	0.2815934065934066
YDL068W_mRNA	0.009174311926605505
YFL061W_mRNA	0.0
YBR238C_mRNA	0.43091655266757867
YDR263C_mRNA	0.05581395348837209
YBR078W_mRNA	0.9440559440559441
YML071C_mRNA	0.528830313014827
YHR201C_mRNA	0.7531486146095718
YMR016C_mRNA	0.619108280254777
YLR307W_mRNA	0.026578073089700997
YLR081W_mRNA	0.0017421602787456446
YDL133C-A_mRNA	0.2
YLR140W_mRNA	0.06481481481481481
YDR103W_mRNA	0.23227917121046893
YPR182W_mRNA	0.6046511627906976
YML059C_mRNA	0.48481238832638474
YER050C_mRNA	0.7898550724637681
YBR003W_mRNA	0.2938689217758985
YLR132C_mRNA	0.2655172413793103
YNL160W_mRNA	0.3898305084745763
YPL156C_mRNA	0.397887323943662
YHR215W_mRNA	0.07494646680942184
YPL040C_mRNA	0.23253493013972057
YPL032C_mRNA	0.7175757575757575
YER181C_mRNA	0.0
YJL014W_mRNA	0.8220973782771536
YOR162C_mRNA	0.13950617283950617
YDL005C_mRNA	0.580046403712297
YBL034C_mRNA	0.35426305353602117
YML074C_mRNA	0.9318734793187348
YMR165C_mRNA	0.494199535962877
YGR001C_mRNA	0.8266129032258065
YER064C_mRNA	0.7504950495049505
YDL159W-A_mRNA	0.0
YLR316C_mRNA	0.5186335403726708
YIL001W_mRNA	0.13060428849902533
YHR140W_mRNA	0.05439330543933055
YJL026W_mRNA	0.9072681704260651
YDR141C_mRNA	0.5412249705535924
YJL207C_mRNA	0.39920556107249255
YOL152W_mRNA	0.09838709677419355
YDR044W_mRNA	0.6890243902439024
YHR038W_mRNA	0.3
YIL014W_mRNA	0.2365079365079365
YDR235W_mRNA	0.18198529411764705
YOR299W_mRNA	0.23190348525469168
YJL063C_mRNA	0.7899159663865546
YLR422W_mRNA	0.09472049689440994
YKL042W_mRNA	0.3884297520661157
YBR296C_mRNA	0.872822299651568
YAL024C_mRNA	0.19581881533101045
YLR346C_mRNA	0.1782178217821782
YPL139C_mRNA	0.5695652173913044
YLR407W_mRNA	0.41228070175438597
YCL063W_mRNA	0.23877068557919623
YER015W_mRNA	0.020161290322580645
YLR424W_mRNA	0.1172316384180791
YNL204C_mRNA	0.006666666666666667
YDL245C_mRNA	0.0
YPL158C_mRNA	0.5395778364116095
YOR368W_mRNA	0.09975062344139651
YJR047C_mRNA	0.7133757961783439
YPR007C_mRNA	0.007352941176470588
YPL250W-A_mRNA	0.0
YGR095C_mRNA	0.7219730941704036
YOR024W_mRNA	0.0
YMR318C_mRNA	0.9416666666666667
YIL155C_mRNA	0.5038520801232665
YNR075W_mRNA	0.1711229946524064
YNL081C_mRNA	0.7832167832167832
YDR181C_mRNA	0.2765072765072765
YHR203C_mRNA	0.39846743295019155
YBR103C-A_mRNA	0.0
YPR010C_mRNA	0.9068994181213632
YER063W_mRNA	0.7201834862385321
YGL141W_mRNA	0.17362637362637362
YKL026C_mRNA	0.023952095808383235
YPL234C_mRNA	0.9146341463414634
YOR246C_mRNA	0.706060606060606
YML061C_mRNA	0.4039580908032596
YCR084C_mRNA	0.8892005610098177
YPR060C_mRNA	0.80859375
YDL210W_mRNA	0.017513134851138354
YHL007C_mRNA	0.7529286474973376
YCL059C_mRNA	0.8481012658227848
YFR027W_mRNA	0.21352313167259787
YGR036C_mRNA	0.5481171548117155
YBR046C_mRNA	0.7455089820359282
YBR211C_mRNA	0.4567901234567901
YDR032C_mRNA	0.9545454545454546
YIL036W_mRNA	0.44804088586030666
YOR350C_mRNA	0.2368024132730015
YLR246W_mRNA	0.05013927576601671
YOR287C_mRNA	0.6633333333333333
YMR290W-A_mRNA	0.0
YPL282C_mRNA	0.0
YLL031C_mRNA	0.6243854473942969
YDL096C_mRNA	0.0
YIL177W-A_mRNA	0.0
YDR231C_mRNA	0.6439024390243903
YPL269W_mRNA	0.049689440993788817
YAR035C-A_mRNA	0.0
YGL006W-A_mRNA	0.027777777777777776
YMR193W_mRNA	0.3953488372093023
YER176W_mRNA	0.27653880463871544
YNL024C_mRNA	0.18699186991869918
YMR097C_mRNA	0.37329700272479566
YFL045C_mRNA	0.9606299212598425
YKL070W_mRNA	0.0
YHR213W_mRNA	0.0
YML047W-A_mRNA	0.0
YBR223C_mRNA	0.19301470588235295
YCR004C_mRNA	0.9352226720647774
YIL102C_mRNA	0.0
YER114C_mRNA	0.7221153846153846
YLR010C_mRNA	0.175
YDR528W_mRNA	0.20803782505910165
YKL220C_mRNA	0.014064697609001406
YHL028W_mRNA	0.15867768595041323
YLR404W_mRNA	0.18947368421052632
YEL036C_mRNA	0.698
YIL110W_mRNA	0.4323607427055703
YHR183W_mRNA	0.9059304703476483
YMR216C_mRNA	0.6266846361185984
YDR383C_mRNA	0.29831932773109243
YLR008C_mRNA	0.7857142857142857
YOR311C_mRNA	0.7620689655172413
YPR071W_mRNA	0.1848341232227488
YLL021W_mRNA	0.49113233287858116
YBR114W_mRNA	0.12278481012658228
YLR356W_mRNA	0.4213197969543147
YLR078C_mRNA	0.6967213114754098
YPR197C_mRNA	0.026737967914438502
YGL252C_mRNA	0.6836734693877551
YJL190C_mRNA	0.9384615384615385
YIL134C-A_mRNA	0.0
YMR030W_mRNA	0.1196808510638298
YER097W_mRNA	0.0
YOR328W_mRNA	0.004475703324808184
YBR192W_mRNA	0.363395225464191
YBR298C-A_mRNA	0.0
YHR174W_mRNA	0.6109839816933639
YGR008C_mRNA	0.7976190476190477
YEL033W_mRNA	0.02877697841726619
YGR296C-A_mRNA	0.0
YAL034W-A_mRNA	0.24567474048442905
YDR247W_mRNA	0.13882863340563992
YJL122W_mRNA	0.6342857142857142
YLR019W_mRNA	0.42065491183879095
YPL214C_mRNA	0.32222222222222224
YDR379W_mRNA	0.18037661050545095
YKL137W_mRNA	0.44144144144144143
YGL181W_mRNA	0.6313131313131313
YJR072C_mRNA	0.9090909090909091
YDR186C_mRNA	0.4960091220068415
YBR152W_mRNA	0.21305841924398625
YOR008C-A_mRNA	0.0
YMR182C_mRNA	0.12796208530805686
YPL078C_mRNA	0.9139344262295082
YDR449C_mRNA	0.6568181818181819
YLL052C_mRNA	0.5838926174496645
YER127W_mRNA	0.5686274509803921
YNL259C_mRNA	0.7123287671232876
YKR060W_mRNA	0.4124087591240876
YMR153C-A_mRNA	0.0
YHR056W-A_mRNA	0.0
YJL030W_mRNA	0.3877551020408163
YIL051C_mRNA	0.9379310344827586
YGL047W_mRNA	0.37623762376237624
YGL198W_mRNA	0.6382978723404256
YKL106W_mRNA	0.3370288248337029
YGR185C_mRNA	0.9263959390862944
YPL083C_mRNA	0.35974304068522484
YNL326C_mRNA	0.4017857142857143
YDR327W_mRNA	0.0
YLR007W_mRNA	0.21428571428571427
YBL056W_mRNA	0.6217948717948718
YDR433W_mRNA	0.9315068493150684
YAL026C-A_mRNA	0.2
YGL070C_mRNA	0.8442622950819673
YHR095W_mRNA	0.006097560975609756
YNL294C_mRNA	0.19887429643527205
YHR043C_mRNA	0.5121951219512195
YDR487C_mRNA	0.8990384615384616
YJL223C_mRNA	0.0
YGR208W_mRNA	0.5922330097087378
YJL222W-B_mRNA	0.0
Q0255_mRNA	0.0
YHR062C_mRNA	0.7167235494880546
YMR228W_mRNA	0.22580645161290322
YER058W_mRNA	0.2897196261682243
YAR070C_mRNA	0.0
YJL144W_mRNA	0.2692307692307692
YDL101C_mRNA	0.5263157894736842
YDL012C_mRNA	0.897196261682243
YJL086C_mRNA	0.00819672131147541
YDR022C_mRNA	0.37244897959183676
YAL016W_mRNA	0.7039370078740157
YNL297C_mRNA	0.4676039119804401
YLR172C_mRNA	0.9233333333333333
YGR167W_mRNA	0.8240343347639485
YMR047C_mRNA	0.7807726864330637
YPR087W_mRNA	0.0
YJR110W_mRNA	0.09156976744186046
YFR003C_mRNA	0.7354838709677419
YJL033W_mRNA	0.4922077922077922
YHR012W_mRNA	0.5319148936170213
YLR158C_mRNA	0.0
YLL036C_mRNA	0.5546719681908548
YAR023C_mRNA	0.0223463687150838
YJL124C_mRNA	0.8081395348837209
YOR002W_mRNA	0.38786764705882354
YHR072W-A_mRNA	0.8103448275862069
YJR093C_mRNA	0.7033639143730887
YHR031C_mRNA	0.3333333333333333
YML085C_mRNA	0.9172259507829977
YML068W_mRNA	0.05603448275862069
YGR091W_mRNA	0.18421052631578946
YJL141C_mRNA	0.4399008674101611
YGR145W_mRNA	0.4512022630834512
YER169W_mRNA	0.18090452261306533
YMR197C_mRNA	0.783410138248848
YLR252W_mRNA	0.009900990099009901
YKL055C_mRNA	0.27697841726618705
YMR298W_mRNA	0.7666666666666667
YOR189W_mRNA	0.5517241379310345
YOL133W_mRNA	0.6611570247933884
YOR054C_mRNA	0.4599406528189911
YPR101W_mRNA	0.32571428571428573
YMR203W_mRNA	0.7906976744186046
YPR063C_mRNA	0.9071428571428571
YPL195W_mRNA	0.361587982832618
YDR034C-A_mRNA	0.0
YHR178W_mRNA	0.09825033647375504
YPL122C_mRNA	0.5126705653021443
YKR094C_mRNA	0.625
YGL125W_mRNA	0.27166666666666667
YFL046W_mRNA	0.3285024154589372
YPL224C_mRNA	0.47520661157024796
YLR220W_mRNA	0.5124223602484472
YJL042W_mRNA	0.2861230329041488
YOR297C_mRNA	0.515625
YAL040C_mRNA	0.4051724137931034
YDR460W_mRNA	0.3894080996884735
YDL121C_mRNA	0.825503355704698
YDR104C_mRNA	0.10602409638554217
YHR163W_mRNA	0.6666666666666666
YLR420W_mRNA	0.5961538461538461
YLR230W_mRNA	0.0
YBR091C_mRNA	0.6605504587155964
YNL201C_mRNA	0.493006993006993
YLR241W_mRNA	0.29028132992327366
YNR074C_mRNA	0.5687830687830688
YHL048W_mRNA	0.15485564304461943
YER039C-A_mRNA	0.19444444444444445
YDR354C-A_mRNA	0.0
YOR300W_mRNA	0.049019607843137254
YLR181C_mRNA	0.7
YIR030W-A_mRNA	0.0
YLR004C_mRNA	0.06118546845124283
YDR432W_mRNA	0.9492753623188406
YJR051W_mRNA	0.4171656686626746
YHR126C_mRNA	0.0
YKL093W_mRNA	0.029498525073746312
YLR345W_mRNA	0.2180746561886051
YCL027W_mRNA	0.1953125
YNL086W_mRNA	0.20588235294117646
