si-Ctrl-1	start_codon
transcript_id	codon_1	codon_2	codon_3	codon_4	codon_5	codon_6	codon_7	codon_8	codon_9	codon_10	codon_11	codon_12	codon_13	codon_14	codon_15	codon_16	codon_17	codon_18	codon_19	codon_20	codon_21	codon_22	codon_23	codon_24	codon_25	codon_26	codon_27	codon_28	codon_29	codon_30	codon_31	codon_32	codon_33	codon_34	codon_35	codon_36	codon_37	codon_38	codon_39	codon_40	codon_41	codon_42	codon_43	codon_44	codon_45	codon_46	codon_47	codon_48	codon_49	codon_50	codon_51	codon_52	codon_53	codon_54	codon_55	codon_56	codon_57	codon_58	codon_59	codon_60	codon_61	codon_62	codon_63	codon_64	codon_65	codon_66	codon_67	codon_68	codon_69	codon_70	codon_71	codon_72	codon_73	codon_74	codon_75	codon_76	codon_77	codon_78	codon_79	codon_80	codon_81	codon_82	codon_83	codon_84	codon_85	codon_86	codon_87	codon_88	codon_89	codon_90	codon_91	codon_92	codon_93	codon_94	codon_95	codon_96	codon_97	codon_98	codon_99	codon_100
YIL153W_mRNA	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.342561	0.000000	1.342561	0.000000	0.000000	0.000000	1.342561	2.685121	0.000000	0.000000	1.342561	2.685121	1.342561	0.000000	1.342561	0.000000	0.000000	5.370242	0.000000	0.000000	0.000000	1.342561	0.000000	4.027682	0.000000	4.027682	2.685121	4.027682	4.027682	2.685121	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.342561	0.000000	0.000000	0.000000	0.000000	1.342561	0.000000	0.000000	0.000000	0.000000	0.000000	1.342561	5.370242	0.000000	2.685121	0.000000	0.000000	0.000000	6.712803	0.000000	0.000000	1.342561	0.000000	1.342561	1.342561	0.000000	1.342561	2.685121	0.000000	1.342561	1.342561	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.342561	1.342561	2.685121	0.000000	28.193772	0.000000	0.000000	0.000000	2.685121	4.027682	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.685121	0.000000	2.685121	0.000000
YPR041W_mRNA	0.000000	0.000000	0.000000	0.000000	0.000000	0.079334	0.000000	0.158667	0.079334	0.000000	0.317334	0.158667	0.634669	0.000000	0.000000	0.158667	0.555335	0.634669	2.776676	4.363348	5.791353	1.110670	0.396668	0.238001	1.269338	3.014677	1.745339	1.190004	1.031337	3.808013	0.714002	0.158667	0.000000	0.158667	0.317334	0.714002	0.079334	0.079334	0.158667	0.793336	0.000000	0.079334	0.000000	0.872670	1.348671	1.269338	0.634669	0.158667	0.555335	0.634669	0.793336	0.396668	0.952003	0.158667	0.158667	0.555335	0.000000	0.396668	0.476002	0.872670	0.555335	0.476002	0.476002	0.158667	5.077350	0.872670	0.396668	0.238001	0.079334	0.634669	0.952003	5.156684	1.428005	0.000000	0.000000	0.158667	0.317334	0.158667	0.872670	1.983340	2.538675	1.110670	1.269338	0.079334	2.380008	1.586672	1.031337	0.476002	0.793336	1.666006	1.348671	0.555335	1.031337	0.396668	0.476002	1.824673	0.872670	0.158667	1.031337	3.887346
YHR083W_mRNA	0.000000	0.000000	0.000000	0.000000	0.000000	1.872832	0.000000	0.000000	2.809249	0.000000	0.000000	0.936416	1.872832	2.809249	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.872832	0.936416	0.936416	0.936416	7.491329	0.936416	9.364162	3.745665	2.809249	14.046243	0.000000	3.745665	14.046243	0.000000	0.000000	0.000000	1.872832	0.000000	13.109827	0.936416	2.809249	9.364162	0.000000	1.872832	0.000000	0.000000	0.000000	0.936416	10.300578	0.000000	1.872832	1.872832	0.936416	0.000000	1.872832	0.936416	0.936416	0.000000	0.000000	0.000000	0.000000	1.872832	0.000000	0.000000	0.936416	1.872832	0.000000	0.000000	0.000000	2.809249	0.000000	0.000000	1.872832	12.173410	0.000000	0.936416	0.000000	0.000000	0.000000	2.809249	1.872832	0.000000	0.936416	1.872832	0.936416	2.809249	0.000000	0.000000	0.000000	0.000000	1.872832	0.000000	0.000000	0.936416	2.809249	0.936416	0.936416	4.682081	1.872832	0.000000
YGL021W_mRNA	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.108939	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.326816	0.000000	0.000000	0.000000	6.326816	0.000000	4.217877	2.108939	14.762570	8.435754	0.000000	0.000000	0.000000	0.000000	0.000000	4.217877	0.000000	2.108939	0.000000	4.217877	0.000000	2.108939	0.000000	8.435754	2.108939	0.000000	0.000000	0.000000	12.653631	6.326816	0.000000	0.000000	0.000000	2.108939	2.108939	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.217877	0.000000	2.108939	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.217877	2.108939	0.000000	4.217877	2.108939
YJR135C_mRNA	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.777778	2.888889	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.777778	0.000000	2.888889	0.000000	0.000000	0.000000	0.000000	8.666667	5.777778	2.888889	2.888889	8.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.777778	5.777778	0.000000	5.777778	0.000000	0.000000	2.888889	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.777778	5.777778	5.777778	2.888889	2.888889	0.000000	0.000000	2.888889	8.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.888889	8.666667	0.000000	2.888889	2.888889	0.000000	0.000000	2.888889	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
YGR005C_mRNA	0.000000	0.000000	0.000000	0.000000	1.484033	0.494678	0.000000	0.247339	1.731371	0.494678	0.000000	0.000000	0.247339	0.000000	0.000000	0.000000	0.247339	1.236694	0.742016	0.000000	0.247339	1.236694	0.742016	0.000000	0.494678	1.731371	0.000000	1.236694	0.000000	1.484033	0.494678	0.000000	0.247339	0.247339	0.000000	0.000000	1.236694	0.989355	0.247339	0.247339	0.000000	0.742016	0.000000	0.989355	0.494678	0.000000	0.000000	0.247339	0.000000	0.000000	0.000000	0.247339	0.000000	2.473388	0.000000	0.247339	0.000000	0.000000	0.742016	0.742016	0.989355	0.742016	0.494678	0.000000	7.667502	0.000000	0.742016	1.484033	0.494678	0.494678	0.742016	0.247339	3.710081	0.000000	2.226049	2.968065	1.236694	0.494678	0.742016	1.484033	4.452098	9.398873	8.409518	0.247339	3.710081	2.226049	0.494678	0.247339	0.494678	0.742016	0.494678	2.720726	1.236694	0.247339	1.236694	1.484033	0.989355	0.494678	1.236694	2.226049
YOR286W_mRNA	0.000000	0.000000	0.000000	0.000000	0.874494	0.000000	3.206478	1.165992	0.291498	1.457490	0.291498	0.874494	0.000000	0.000000	0.000000	1.457490	0.000000	1.748988	0.291498	0.291498	1.165992	1.457490	5.829960	6.995951	0.291498	0.000000	0.000000	0.582996	0.291498	0.874494	0.000000	3.206478	0.874494	0.291498	0.000000	2.914980	0.000000	0.000000	0.000000	0.000000	0.000000	0.291498	1.165992	3.206478	0.582996	1.748988	0.291498	0.000000	0.291498	0.000000	1.457490	0.582996	0.874494	1.165992	0.291498	1.457490	1.457490	1.457490	1.165992	0.291498	0.291498	0.000000	0.291498	0.291498	0.000000	0.291498	0.000000	3.497976	1.165992	1.457490	0.582996	2.331984	0.291498	2.331984	0.582996	0.291498	1.457490	6.412955	0.291498	1.165992	0.582996	0.000000	0.874494	0.291498	0.291498	0.000000	0.291498	0.582996	0.000000	0.291498	0.582996	0.000000	0.291498	0.291498	0.000000	4.372470	11.659919	0.000000	1.457490	2.623482
YMR316W_mRNA	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.706897	0.000000	0.000000	0.000000	5.706897	0.000000	0.000000	5.706897	0.000000	0.000000	0.000000	0.000000	0.000000	5.706897	0.000000	0.000000	0.000000	5.706897	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.706897	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.706897	0.000000	0.000000	5.706897	17.120690	0.000000	0.000000	0.000000	5.706897	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	17.120690	11.413793	5.706897	0.000000	0.000000	5.706897	0.000000	11.413793	5.706897	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.706897	0.000000	0.000000	0.000000	0.000000	17.120690
YDR224C_mRNA	0.000000	0.000000	0.000000	0.000000	0.343030	5.694306	1.058494	9.781269	0.421437	0.137212	1.519135	0.656658	3.998755	0.470442	0.891879	0.333230	0.058805	0.597853	0.058805	0.166615	0.333230	1.127100	0.186217	0.078407	0.499844	0.049004	0.735065	0.156814	0.313628	0.911481	3.606721	4.861232	1.332918	2.773647	0.098009	0.411637	1.724953	1.450529	2.244400	0.019602	0.019602	0.127411	0.274424	0.039203	0.264624	1.029091	1.695551	0.039203	0.009801	0.078407	0.627256	0.431238	0.098009	1.195706	1.401525	0.931083	3.890946	1.558339	2.479620	0.303827	0.362632	3.577318	1.470131	0.019602	0.343030	0.303827	1.195706	1.617144	0.176416	0.000000	0.000000	0.000000	0.088208	0.000000	0.000000	0.117610	3.420504	0.058805	0.421437	0.490044	0.558650	0.245022	0.009801	0.068606	0.597853	1.019291	0.333230	0.186217	1.127100	0.176416	0.460641	2.165993	0.450840	0.068606	0.039203	0.147013	0.627256	0.882078	1.372122	0.597853
YCR093W_mRNA	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.903739	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.903739	0.903739	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.903739	0.000000	0.000000	0.000000	2.711216	0.000000	0.000000	0.000000	0.000000	1.807477	0.000000	0.903739	0.000000	0.000000	0.000000	0.000000	1.807477	0.903739	0.000000	0.903739	0.000000	0.903739	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.903739	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.903739	1.807477	0.903739	3.614955	1.807477	0.903739	0.000000	0.903739
YMR184W_mRNA	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.601246	0.000000	1.202492	0.000000	0.601246	0.601246	0.000000	0.601246	2.404984	0.000000	0.000000	0.000000	0.000000	0.000000	1.202492	0.601246	0.000000	0.601246	0.000000	1.202492	0.000000	1.202492	7.816199	0.000000	0.000000	0.000000	0.000000	0.601246	0.000000	0.000000	0.000000	0.000000	0.601246	0.601246	0.000000	2.404984	0.000000	1.202492	1.202492	0.601246	1.202492	0.000000	0.000000	0.601246	4.208723	0.601246	0.000000	1.202492	0.000000	0.000000	0.601246	0.601246	2.404984	0.000000	2.404984	0.000000	0.601246	10.822430	5.411215	1.202492	0.000000	0.000000	0.601246	2.404984	1.803738	1.202492	0.601246	0.601246	1.202492	0.000000	1.803738	1.202492	0.601246	0.000000	0.601246	0.000000	1.202492	0.000000	3.006231	0.601246	9.018692	1.202492	0.601246	1.803738	7.214953	1.202492	0.601246	0.000000
YNR032W_mRNA	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.671875	1.890625	1.890625	0.000000	0.000000	0.000000	1.890625	0.000000	0.000000	0.000000	1.890625	3.781250	1.890625	1.890625	0.000000	1.890625	5.671875	1.890625	0.000000	3.781250	3.781250	3.781250	3.781250	3.781250	0.000000	1.890625	0.000000	3.781250	0.000000	0.000000	1.890625	5.671875	0.000000	5.671875	9.453125	1.890625	0.000000	1.890625	0.000000	5.671875	0.000000	0.000000	7.562500	3.781250	1.890625	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.671875	1.890625	1.890625	0.000000	5.671875	0.000000	0.000000	0.000000	0.000000	5.671875	0.000000	1.890625	17.015625	5.671875	1.890625	3.781250	0.000000	1.890625	0.000000	0.000000	0.000000	0.000000	0.000000	1.890625	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.562500	0.000000	0.000000
YJR139C_mRNA	0.000000	0.000000	0.000000	0.015388	0.123104	0.076940	2.815997	0.907890	0.307759	0.477027	1.092545	0.200043	0.938666	2.539013	2.939100	0.200043	0.246207	0.400087	0.169268	0.000000	0.015388	0.153880	0.615518	0.184656	0.969441	0.800174	0.230819	2.662117	0.477027	0.246207	0.230819	0.461639	0.123104	0.538579	0.754010	0.815562	0.892502	2.985264	1.000217	0.846338	0.261595	1.785003	0.184656	1.292589	1.831167	0.153880	0.153880	0.415475	0.061552	0.769398	1.754227	2.969876	0.338535	0.738622	2.569789	1.938883	1.800391	4.431732	1.677288	2.646729	0.153880	0.000000	0.015388	0.076940	0.215431	0.492415	2.323582	1.015605	3.939318	4.493284	5.201130	1.277201	1.138709	3.262247	3.077592	0.430863	0.276983	0.153880	0.184656	0.215431	1.877331	1.938883	0.307759	0.215431	2.569789	0.184656	0.677070	0.046164	0.153880	0.215431	0.092328	0.076940	0.461639	1.800391	0.000000	0.677070	0.000000	0.015388	0.323147	0.938666
YNL164C_mRNA	0.000000	0.000000	0.000000	0.618962	0.618962	0.618962	3.713775	0.618962	0.000000	0.000000	0.000000	1.237925	0.000000	1.237925	0.618962	0.618962	0.000000	0.000000	1.856887	0.000000	1.237925	0.618962	0.618962	1.237925	0.000000	0.000000	1.237925	0.618962	1.237925	0.618962	0.618962	0.000000	0.618962	0.000000	0.000000	0.000000	0.618962	0.000000	0.000000	0.618962	0.000000	1.856887	1.856887	0.000000	1.237925	0.618962	0.000000	0.000000	0.000000	1.237925	0.000000	0.000000	0.000000	2.475850	0.618962	3.094812	0.618962	0.000000	2.475850	2.475850	2.475850	0.000000	1.237925	1.237925	0.000000	0.618962	0.000000	1.856887	0.618962	0.000000	3.094812	0.618962	0.618962	6.808587	2.475850	2.475850	0.618962	0.000000	0.000000	0.000000	3.713775	0.000000	0.618962	1.237925	0.618962	0.618962	1.856887	0.000000	1.237925	0.618962	0.000000	0.000000	1.856887	1.856887	0.618962	0.618962	1.237925	0.618962	1.237925	2.475850
YDR330W_mRNA	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.849057	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.396226	0.849057	0.849057	0.000000	1.698113	0.000000	0.000000	0.000000	0.000000	0.000000	1.698113	0.000000	2.547170	0.000000	0.000000	0.000000	1.698113	1.698113	0.000000	0.000000	0.849057	0.000000	0.000000	0.000000	0.000000	0.849057	1.698113	0.000000	1.698113	1.698113	0.000000	0.000000	1.698113	1.698113	0.849057	0.000000	3.396226	1.698113	3.396226	0.000000	0.000000	0.000000	0.849057	0.000000	2.547170	0.000000	0.849057	0.000000	0.849057	0.000000	0.849057	1.698113	0.000000	1.698113	0.849057	0.000000	1.698113	1.698113	0.000000	0.000000	0.000000	1.698113	2.547170	8.490566	4.245283	0.000000	0.000000	0.000000	14.433962	0.849057	0.849057	0.000000	1.698113	0.000000	1.698113
