si-Ctrl-2	start_codon
transcript_id	codon_1	codon_2	codon_3	codon_4	codon_5	codon_6	codon_7	codon_8	codon_9	codon_10	codon_11	codon_12	codon_13	codon_14	codon_15	codon_16	codon_17	codon_18	codon_19	codon_20	codon_21	codon_22	codon_23	codon_24	codon_25	codon_26	codon_27	codon_28	codon_29	codon_30	codon_31	codon_32	codon_33	codon_34	codon_35	codon_36	codon_37	codon_38	codon_39	codon_40	codon_41	codon_42	codon_43	codon_44	codon_45	codon_46	codon_47	codon_48	codon_49	codon_50	codon_51	codon_52	codon_53	codon_54	codon_55	codon_56	codon_57	codon_58	codon_59	codon_60	codon_61	codon_62	codon_63	codon_64	codon_65	codon_66	codon_67	codon_68	codon_69	codon_70	codon_71	codon_72	codon_73	codon_74	codon_75	codon_76	codon_77	codon_78	codon_79	codon_80	codon_81	codon_82	codon_83	codon_84	codon_85	codon_86	codon_87	codon_88	codon_89	codon_90	codon_91	codon_92	codon_93	codon_94	codon_95	codon_96	codon_97	codon_98	codon_99	codon_100
YIL153W_mRNA	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.403509	0.000000	0.000000	0.000000	0.000000	0.000000	3.403509	0.000000	6.807018	0.000000	0.000000	0.000000	10.210526	3.403509	3.403509	3.403509	3.403509	0.000000	0.000000	3.403509	0.000000	10.210526	3.403509	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.403509	0.000000	0.000000	0.000000	3.403509	0.000000	3.403509	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.403509	0.000000	0.000000	0.000000	0.000000	3.403509	3.403509	0.000000	0.000000	6.807018	0.000000	3.403509	0.000000	0.000000	0.000000	0.000000	3.403509	0.000000	0.000000	0.000000	13.614035	3.403509	0.000000	0.000000	6.807018	10.210526	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.807018	0.000000	0.000000	6.807018
YPR041W_mRNA	0.000000	0.000000	0.000000	0.000000	0.000000	0.288288	0.000000	0.144144	0.000000	0.000000	0.288288	0.576577	0.432432	0.144144	0.000000	0.432432	1.009009	0.576577	2.882883	2.594595	4.612613	1.153153	0.864865	1.441441	1.297297	1.441441	1.153153	0.576577	1.009009	1.729730	0.720721	1.153153	0.000000	0.720721	0.288288	0.432432	0.000000	0.288288	0.144144	1.585586	0.000000	0.144144	0.000000	1.729730	0.576577	0.576577	0.864865	0.288288	0.432432	1.297297	1.729730	0.720721	0.576577	0.432432	0.432432	1.009009	0.288288	0.000000	0.864865	1.297297	0.576577	0.720721	1.585586	0.576577	2.738739	0.720721	0.288288	0.288288	0.144144	0.288288	1.153153	4.756757	1.873874	0.000000	0.144144	0.864865	0.432432	0.000000	0.288288	4.180180	1.441441	0.720721	1.009009	0.432432	1.441441	1.153153	1.153153	0.720721	0.864865	1.441441	2.018018	0.720721	2.018018	1.873874	0.432432	2.738739	0.288288	0.000000	1.441441	2.738739
YHR083W_mRNA	0.000000	0.000000	0.000000	0.000000	2.050633	0.000000	0.000000	2.050633	2.050633	0.000000	0.000000	2.050633	0.000000	2.050633	0.000000	0.000000	0.000000	2.050633	0.000000	0.000000	2.050633	4.101266	0.000000	4.101266	2.050633	0.000000	2.050633	4.101266	2.050633	0.000000	0.000000	4.101266	0.000000	0.000000	0.000000	0.000000	0.000000	2.050633	20.506329	2.050633	2.050633	10.253165	2.050633	0.000000	0.000000	0.000000	0.000000	0.000000	2.050633	2.050633	0.000000	2.050633	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.050633	0.000000	0.000000	0.000000	4.101266	0.000000	0.000000	0.000000	4.101266	2.050633	0.000000	0.000000	4.101266	2.050633	2.050633	0.000000	0.000000	0.000000	4.101266	2.050633	0.000000	0.000000	4.101266	2.050633	8.202532	2.050633	0.000000	0.000000	0.000000	2.050633	0.000000	0.000000	0.000000	8.202532	2.050633	4.101266	12.303797	2.050633	0.000000
YGL021W_mRNA	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	28.262032	0.000000	0.000000	4.037433	12.112299	0.000000	0.000000	0.000000	20.187166	8.074866	0.000000	0.000000	0.000000	0.000000	0.000000	8.074866	0.000000	0.000000	0.000000	0.000000	0.000000	4.037433	0.000000	4.037433	0.000000	0.000000	0.000000	0.000000	4.037433	0.000000	0.000000	0.000000	12.112299	0.000000	8.074866	0.000000	4.037433	0.000000	0.000000	4.037433	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.037433	16.149733	4.037433	0.000000
YJR135C_mRNA	0.000000	0.000000	0.000000	0.000000	0.000000	8.509091	0.000000	0.000000	0.000000	4.254545	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.254545	0.000000	0.000000	0.000000	4.254545	0.000000	12.763636	0.000000	0.000000	0.000000	0.000000	8.509091	0.000000	0.000000	0.000000	0.000000	8.509091	8.509091	0.000000	8.509091	0.000000	0.000000	0.000000	4.254545	0.000000	0.000000	0.000000	8.509091	4.254545	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	12.763636	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	12.763636	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.254545	0.000000	0.000000	0.000000	4.254545	0.000000	0.000000	0.000000	4.254545	4.254545	0.000000	8.509091	0.000000	0.000000	0.000000	0.000000	4.254545	0.000000	0.000000	0.000000	0.000000	4.254545	0.000000	0.000000	0.000000	0.000000	0.000000
YGR005C_mRNA	0.000000	0.000000	0.000000	0.000000	0.411887	0.000000	0.411887	0.823775	1.235662	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.411887	0.000000	0.000000	0.000000	2.471324	0.000000	0.000000	0.000000	3.295099	0.000000	0.000000	0.000000	0.000000	1.235662	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.235662	0.000000	0.000000	0.000000	0.000000	0.000000	0.411887	0.000000	1.235662	0.000000	0.823775	0.000000	0.823775	0.000000	0.823775	0.411887	1.647550	1.235662	0.411887	1.235662	0.823775	3.706986	0.000000	0.411887	5.354536	1.647550	1.235662	0.000000	0.823775	5.766423	0.000000	0.823775	2.883212	0.823775	2.059437	2.059437	1.235662	4.118874	6.178311	6.178311	2.471324	3.295099	2.883212	1.647550	2.883212	0.823775	0.823775	0.823775	0.411887	1.235662	0.411887	1.235662	1.235662	1.235662	0.823775	1.235662	2.471324
YOR286W_mRNA	0.000000	0.000000	0.000000	0.000000	0.501742	0.000000	2.508711	0.501742	0.000000	1.003484	1.003484	0.501742	0.000000	0.000000	0.501742	0.000000	0.000000	1.003484	1.003484	0.501742	0.501742	0.501742	2.508711	4.515679	0.000000	0.000000	0.000000	0.000000	0.000000	1.003484	0.000000	2.006969	2.006969	0.000000	0.000000	2.508711	0.501742	0.000000	0.000000	1.003484	0.501742	0.000000	0.501742	6.522648	0.000000	0.501742	0.501742	0.000000	0.000000	1.003484	0.501742	1.003484	1.003484	1.003484	2.006969	3.010453	2.508711	0.501742	3.512195	0.000000	1.003484	0.000000	0.000000	0.000000	0.000000	1.003484	0.501742	6.020906	1.003484	2.006969	0.501742	3.512195	0.501742	1.003484	0.501742	0.000000	3.010453	5.519164	0.000000	2.006969	1.505226	1.505226	1.003484	0.501742	0.000000	0.501742	0.000000	0.501742	0.000000	1.003484	1.003484	0.000000	0.000000	3.512195	0.000000	4.515679	3.512195	0.501742	1.505226	0.000000
YDR224C_mRNA	0.000000	0.000000	0.000000	0.000000	0.173482	4.128872	1.162330	3.573730	0.104089	0.017348	0.867410	0.364312	1.717472	0.121437	0.138786	0.225527	0.346964	0.260223	0.052045	0.000000	0.641884	1.422553	0.000000	0.000000	0.034696	0.069393	0.294919	0.190830	0.346964	1.509294	3.365551	2.758364	0.381660	1.977695	0.138786	0.971499	2.151177	0.381660	1.804213	0.156134	0.017348	0.121437	0.676580	0.121437	0.433705	3.001239	2.272615	0.156134	0.034696	0.138786	1.040892	1.144981	0.138786	1.266419	1.179678	0.589839	2.081784	1.856258	2.047088	0.242875	0.589839	2.741016	1.474597	0.260223	0.468401	0.225527	1.214374	2.463445	0.329616	0.000000	0.000000	0.069393	0.329616	0.260223	0.034696	0.225527	3.903346	0.173482	1.006196	0.867410	1.249071	0.121437	0.000000	0.225527	1.561338	1.682776	0.399009	0.624535	3.157373	0.399009	0.607187	2.827757	0.433705	0.138786	0.121437	0.086741	0.537794	0.780669	1.231722	0.902107
YCR093W_mRNA	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.458882	0.000000	0.000000	0.000000	0.000000	0.000000	1.729441	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.729441	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.729441	0.000000	0.000000	1.729441	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.729441	0.000000	0.000000	0.000000	0.000000	1.729441	0.000000	0.000000	0.000000	0.000000	1.729441	0.000000	1.729441	3.458882	3.458882	0.000000	0.000000	0.000000	1.729441	0.000000	0.000000	0.000000	0.000000	1.729441	0.000000	1.729441	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.458882	0.000000	0.000000	0.000000	0.000000	3.458882	0.000000	1.729441	0.000000
YMR184W_mRNA	0.000000	0.000000	0.000000	0.000000	0.000000	1.102857	0.000000	0.000000	1.102857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.102857	0.000000	0.000000	0.000000	0.000000	1.102857	0.000000	0.000000	0.000000	0.000000	0.000000	2.205714	2.205714	0.000000	1.102857	0.000000	0.000000	0.000000	3.308571	18.748571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.102857	0.000000	4.411429	0.000000	0.000000	0.000000	0.000000	0.000000	1.102857	3.308571	1.102857	1.102857	0.000000	0.000000	0.000000	3.308571	0.000000	1.102857	0.000000	0.000000	1.102857	1.102857	2.205714	3.308571	1.102857	0.000000	0.000000	1.102857	3.308571	3.308571	0.000000	0.000000	0.000000	0.000000	2.205714	1.102857	0.000000	0.000000	1.102857	0.000000	0.000000	0.000000	0.000000	0.000000	1.102857	0.000000	1.102857	0.000000	0.000000	4.411429	0.000000	3.308571	2.205714	0.000000	1.102857	4.411429	0.000000	1.102857	0.000000
YNR032W_mRNA	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.810811	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.905405	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.810811	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.905405	19.621622	4.905405	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.810811	0.000000	4.905405	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.905405	0.000000	0.000000	4.905405	0.000000	4.905405	0.000000	0.000000	0.000000	0.000000	0.000000	4.905405	0.000000	0.000000	0.000000	4.905405	4.905405	0.000000	0.000000	0.000000	0.000000	4.905405	0.000000	0.000000	0.000000	0.000000	9.810811	4.905405	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.905405	0.000000	0.000000
YJR139C_mRNA	0.000000	0.000000	0.000000	0.000000	0.123647	0.092735	1.854698	0.216381	0.494586	0.494586	0.278205	0.092735	0.154558	1.700140	1.731051	0.185470	0.123647	0.618233	1.452847	0.000000	0.092735	0.432763	1.329200	0.401851	1.329200	1.607405	0.649144	3.493014	0.401851	0.989172	0.216381	0.494586	0.340028	0.989172	1.081907	1.205554	0.958261	3.925777	1.174642	1.823786	0.370940	1.978344	0.278205	1.205554	2.380196	0.278205	0.401851	0.958261	0.185470	0.680056	1.020084	1.483758	0.494586	1.669228	2.503842	1.792875	2.040168	5.316801	1.947433	2.689312	1.576493	0.463674	0.030912	0.247293	0.401851	1.205554	1.854698	1.174642	3.462103	2.689312	2.689312	0.618233	1.298289	2.472930	1.823786	0.401851	0.772791	0.309116	0.247293	0.278205	2.442019	1.452847	0.680056	0.216381	3.091163	0.247293	0.865526	0.123647	0.432763	0.340028	0.278205	0.370940	1.112819	1.885610	0.123647	2.071079	0.000000	0.000000	0.154558	1.638316
YNL164C_mRNA	0.000000	0.000000	0.000000	0.000000	0.000000	1.116129	8.929032	0.000000	0.000000	0.000000	0.000000	1.116129	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.232258	0.000000	0.000000	0.000000	1.116129	0.000000	0.000000	0.000000	0.000000	1.116129	0.000000	1.116129	3.348387	1.116129	0.000000	1.116129	0.000000	0.000000	1.116129	1.116129	1.116129	1.116129	0.000000	0.000000	0.000000	0.000000	1.116129	0.000000	1.116129	0.000000	0.000000	1.116129	1.116129	0.000000	0.000000	2.232258	0.000000	2.232258	0.000000	0.000000	2.232258	2.232258	3.348387	1.116129	0.000000	2.232258	1.116129	0.000000	0.000000	0.000000	1.116129	0.000000	2.232258	4.464516	0.000000	1.116129	1.116129	1.116129	0.000000	0.000000	0.000000	0.000000	1.116129	0.000000	2.232258	4.464516	1.116129	1.116129	3.348387	0.000000	0.000000	0.000000	0.000000	0.000000	2.232258	3.348387	0.000000	0.000000	2.232258	1.116129	1.116129	1.116129
YDR330W_mRNA	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.210526	1.736842	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.736842	0.000000	5.210526	0.000000	0.000000	1.736842	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.736842	0.000000	0.000000	0.000000	0.000000	1.736842	0.000000	3.473684	0.000000	0.000000	0.000000	3.473684	1.736842	1.736842	3.473684	0.000000	1.736842	3.473684	0.000000	0.000000	1.736842	3.473684	0.000000	0.000000	1.736842	0.000000	5.210526	3.473684	0.000000	1.736842	0.000000	10.421053	0.000000	0.000000	1.736842	0.000000	0.000000	0.000000
YLR355C_mRNA	0.000000	0.000000	0.000000	0.052827	0.075467	0.105654	0.656566	0.067921	0.701846	1.298038	0.030187	0.045280	0.060374	0.415070	0.573552	0.045280	0.301869	2.626263	0.550911	0.316963	0.256589	0.596192	0.724486	0.845234	0.701846	0.498084	1.056542	2.905492	1.516893	1.516893	0.309416	1.290491	1.011262	0.981075	0.309416	2.211192	0.233949	0.641472	0.105654	0.271682	1.909323	4.075235	1.411239	1.222571	1.781029	0.505631	1.252757	1.886683	0.694299	0.943341	1.448972	2.241379	1.041449	0.558458	7.380704	0.135841	0.392430	0.875421	0.339603	2.731917	1.094276	1.207477	0.067921	0.928248	0.445257	3.690352	0.981075	2.279113	4.875189	0.709393	0.784860	0.875421	1.750842	1.562173	3.380936	2.633809	1.516893	0.618832	1.358412	5.041217	1.381052	1.207477	1.675374	3.177174	1.962150	2.679090	1.667828	1.048996	2.830024	2.248926	2.626263	2.105538	0.981075	0.218855	0.203762	1.894230	0.679206	2.203646	0.724486	0.732033
